"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"936",1,3,1,2,13,10,6,7,12,10,8,4,1,1,0,0,1,0,0
"937",2,0,1,0,14,6,10,2,9,10,5,3,0,2,0,0,0,0,1
"938",1,3,0,2,20,9,10,6,7,15,6,3,1,5,0,0,1,0,0
"939",1,2,0,2,8,13,4,8,7,14,7,3,1,3,0,0,1,0,0
"940",3,1,1,0,10,10,8,4,12,16,4,6,2,3,0,0,0,0,1
"941",1,1,0,0,8,10,3,4,10,11,4,4,3,3,0,0,0,1,0
"942",4,0,3,0,11,9,8,4,14,12,8,6,1,2,0,0,0,0,1
"943",0,2,0,2,14,4,8,3,8,12,9,2,1,2,0,0,1,0,0
"944",0,2,0,0,32,9,16,4,6,5,9,2,2,0,0,0,1,0,0
"945",2,0,0,0,13,12,8,8,9,16,9,7,2,4,1,0,0,0,1
"946",1,3,1,1,21,6,11,4,9,13,8,5,1,3,1,1,1,0,0
"947",1,1,1,1,11,13,2,5,12,15,4,7,1,0,0,0,0,1,0
"948",1,0,0,0,12,6,7,2,12,24,6,3,1,1,0,0,0,0,1
"949",0,1,0,0,9,7,5,3,8,11,2,8,1,1,0,0,1,0,0
"950",2,2,1,2,7,15,5,9,16,11,3,4,1,0,1,0,0,1,0
"951",0,3,0,1,2,18,1,11,7,9,4,5,3,1,0,0,1,0,0
"952",2,1,0,1,16,10,7,4,11,16,7,4,2,2,0,0,0,0,1
"953",1,0,1,0,15,8,4,6,11,9,10,4,0,0,0,0,0,0,1
"954",2,0,1,0,7,15,3,10,14,8,1,5,4,1,0,0,0,0,1
"955",3,0,2,0,13,11,7,3,13,9,3,2,1,2,0,0,0,0,1
"956",1,0,1,0,13,12,9,4,11,9,5,1,2,1,0,0,0,0,1
"957",1,2,1,1,17,5,8,3,8,13,4,5,1,3,0,0,1,0,0
"958",2,0,0,0,11,15,6,10,7,14,5,10,0,1,0,0,0,0,1
"959",3,3,1,1,15,16,10,10,17,11,9,6,2,7,0,0,0,1,0
"960",0,1,0,1,9,13,4,5,15,14,3,3,2,2,0,0,1,0,0
"961",1,2,0,1,19,11,13,7,9,6,3,7,0,1,0,0,1,0,0
"962",3,0,1,0,12,12,6,4,7,9,7,4,0,1,0,0,0,0,1
"963",2,1,1,0,18,5,7,1,6,11,6,1,0,0,0,0,0,0,1
"964",0,0,0,0,13,5,8,0,6,12,7,2,0,2,1,1,0,1,0
"965",0,1,0,0,8,11,2,5,9,12,5,9,3,3,1,1,1,0,0
"966",3,1,2,0,10,13,4,9,14,13,0,7,1,1,0,0,0,0,1
"967",1,1,0,0,14,10,7,7,9,8,8,4,0,4,0,0,0,1,0
"968",2,1,1,1,19,13,12,5,16,12,4,3,1,0,0,0,0,0,1
"969",5,0,3,0,11,13,7,6,10,10,4,3,0,4,0,0,0,0,1
"970",1,0,1,0,3,17,2,8,15,12,4,9,0,1,0,0,0,0,1
"971",2,1,1,1,13,10,9,6,6,13,3,3,1,3,0,0,0,0,1
"972",2,0,0,0,27,3,11,2,10,6,14,1,1,0,0,0,0,0,1
"973",4,3,1,1,15,10,12,7,9,9,11,8,0,0,0,0,0,0,1
"974",2,0,1,0,12,13,5,6,8,13,5,5,0,2,0,0,0,0,1
"975",3,2,1,1,18,9,11,2,10,11,4,4,1,2,0,0,0,0,1
"976",0,3,0,2,7,19,6,13,8,7,4,10,1,0,0,0,1,0,0
"977",1,1,0,0,8,14,5,5,21,7,3,11,4,2,0,0,0,1,0
"978",1,1,0,0,14,13,4,3,14,14,5,7,1,2,0,0,0,1,0
"979",2,2,1,0,19,10,14,5,16,17,10,6,3,0,0,0,0,1,0
"980",1,1,0,0,10,9,7,2,17,5,4,6,1,1,0,0,0,1,0
"981",0,0,0,0,16,7,6,4,9,18,8,2,2,4,0,1,0,1,0
"982",3,0,1,0,23,3,15,1,6,14,8,1,0,1,0,1,0,0,1
"983",1,0,1,0,10,24,8,14,11,11,2,13,1,1,0,0,0,0,1
"984",1,2,0,2,13,11,7,6,13,9,10,4,2,0,0,0,1,0,0
"985",2,2,0,1,11,13,6,5,8,12,12,2,1,2,0,1,0,1,0
"986",2,0,1,0,10,9,7,1,11,10,3,2,1,1,0,1,0,0,1
"987",5,0,3,0,23,6,9,1,10,5,10,3,0,0,0,0,0,0,1
"988",1,1,0,0,13,14,6,9,13,7,1,4,0,0,0,0,0,1,0
"989",0,3,0,1,11,15,4,10,6,17,5,4,0,3,0,0,1,0,0
"990",2,0,1,0,17,24,12,20,4,6,9,9,0,1,0,0,0,0,1
"991",0,4,0,2,11,14,8,11,7,4,4,3,0,0,0,0,1,0,0
"992",2,3,2,0,6,17,4,13,10,10,6,7,1,2,0,0,1,0,0
"993",1,2,0,0,19,11,8,10,9,13,7,4,2,3,0,0,1,0,0
"994",1,0,0,0,11,12,7,8,11,10,6,2,0,0,0,0,0,0,1
"995",2,1,0,1,19,4,10,4,12,14,5,7,3,5,0,0,0,0,1
"996",3,1,2,0,18,9,11,5,6,6,5,5,0,0,0,0,0,0,1
"997",2,4,2,2,4,21,3,14,10,10,0,6,1,2,0,0,1,0,0
"998",2,2,1,2,21,11,10,7,13,12,8,5,4,5,0,0,0,1,0
"999",2,2,1,2,14,12,7,9,9,12,6,4,0,2,0,0,0,1,0
"1000",0,1,0,1,17,6,9,5,14,11,4,4,2,1,0,0,1,0,0
"1001",1,3,1,3,13,12,8,10,9,12,10,7,0,1,0,0,1,0,0
"1002",1,0,0,0,13,11,8,5,16,8,8,3,1,3,0,0,0,0,1
"1003",1,0,0,0,11,4,9,3,14,19,4,7,0,3,0,0,0,0,1
"1004",2,0,0,0,13,6,9,1,6,8,7,0,1,4,0,0,0,0,1
"1005",2,2,1,0,10,13,5,9,15,11,3,6,3,2,0,0,0,1,0
"1006",5,3,1,1,23,11,16,7,8,17,9,5,0,1,0,0,0,0,1
"1007",3,0,3,0,13,17,9,9,13,10,8,8,1,2,0,0,0,0,1
"1008",4,4,0,4,16,13,8,10,13,15,12,6,2,3,0,1,0,1,0
"1009",3,2,1,1,18,11,9,7,7,15,12,4,1,3,0,0,0,0,1
"1010",2,1,1,0,13,8,7,3,13,11,6,7,1,3,0,0,0,0,1
"1011",4,3,1,1,11,9,7,5,11,12,4,9,1,2,0,0,0,0,1
"1012",2,1,2,1,6,14,5,7,6,11,4,6,2,2,0,0,0,0,1
"1013",0,1,0,0,14,7,4,4,9,9,4,3,1,1,0,0,1,0,0
"1014",0,1,0,0,16,9,9,3,18,13,5,5,3,1,0,0,1,0,0
"1015",2,0,1,0,17,2,8,0,15,9,3,6,0,1,0,0,0,0,1
"1016",1,0,0,0,10,15,4,5,15,14,3,5,1,0,0,0,0,0,1
"1017",0,0,0,0,4,12,0,6,11,11,2,11,1,3,0,0,0,1,0
"1018",1,1,1,1,14,7,5,4,13,14,4,8,2,1,0,1,0,1,0
"1019",1,1,1,0,13,8,5,2,11,17,8,5,1,3,0,0,0,1,0
"1020",2,1,1,0,11,13,6,8,15,13,4,7,2,2,0,0,0,0,1
"1021",1,2,1,1,16,11,10,5,14,12,2,3,2,4,0,0,1,0,0
"1022",3,3,3,0,15,18,11,11,12,13,4,9,2,3,0,0,0,1,0
"1023",2,0,1,0,11,9,5,4,15,12,4,4,1,0,0,0,0,0,1
"1024",0,0,0,0,12,23,8,9,10,13,4,6,2,1,0,0,0,1,0
"1025",0,2,0,1,11,10,5,7,13,14,4,6,1,3,0,0,1,0,0
"1026",1,1,0,1,19,6,11,2,6,6,12,1,0,0,0,0,0,1,0
"1027",3,1,2,0,8,25,4,10,11,8,1,7,2,0,0,0,0,0,1
"1028",1,0,1,0,9,7,4,4,8,9,5,3,1,2,0,0,0,0,1
"1029",4,1,0,0,17,5,10,2,4,12,10,2,0,3,0,1,0,0,1
"1030",2,0,2,0,17,12,9,7,11,8,4,1,0,0,0,0,0,0,1
"1031",1,1,1,1,13,17,6,10,7,11,3,6,0,2,1,0,0,1,0
"1032",0,4,0,1,10,14,4,9,13,11,8,4,0,1,0,0,1,0,0
"1033",4,0,1,0,15,2,11,1,16,10,11,4,1,1,0,1,0,0,1
"1034",1,1,1,0,14,11,4,5,17,13,10,1,1,2,0,0,0,1,0
"1035",3,1,2,0,17,12,11,8,10,8,6,8,0,1,0,0,0,0,1
"1036",1,1,0,0,6,16,3,11,17,14,4,0,2,2,0,0,0,1,0
"1037",2,1,0,1,17,12,11,7,11,14,10,2,3,2,0,1,0,0,1
"1038",0,0,0,0,14,6,7,3,13,10,5,6,3,3,0,0,0,1,0
"1039",1,3,0,0,9,9,4,5,8,10,7,3,3,1,0,0,1,0,0
"1040",3,2,1,1,15,10,9,6,18,11,8,5,5,2,0,0,0,0,1
"1041",3,2,1,1,15,12,11,9,12,17,9,7,2,3,0,0,0,0,1
"1042",1,0,1,0,7,12,3,5,17,8,4,6,3,1,0,0,0,0,1
"1043",1,2,1,2,10,13,8,8,12,14,5,4,2,4,0,0,1,0,0
"1044",3,0,2,0,15,7,10,5,9,10,7,3,0,3,0,0,0,0,1
"1045",3,1,2,0,17,12,10,7,12,12,6,4,2,3,0,0,0,0,1
"1046",3,3,2,2,13,15,4,10,10,11,7,4,0,3,0,0,0,1,0
"1047",1,3,0,1,14,18,5,11,5,8,3,13,0,0,0,0,1,0,0
"1048",1,1,1,1,17,5,11,3,8,12,9,1,1,3,0,0,0,1,0
"1049",0,1,0,1,11,8,5,5,15,19,8,3,1,3,0,0,1,0,0
"1050",2,2,0,2,24,8,7,6,15,12,8,3,1,1,0,0,0,1,0
"1051",2,1,1,0,16,12,12,6,15,19,7,5,2,0,0,0,0,0,1
"1052",1,0,0,0,14,11,8,6,8,11,12,5,0,0,1,0,0,0,1
"1053",4,0,1,0,8,14,6,9,16,9,3,7,1,1,0,0,0,0,1
"1054",0,0,0,0,26,11,14,5,6,13,6,2,0,4,0,0,0,1,0
"1055",2,2,1,0,4,18,3,11,9,7,2,7,1,3,0,0,0,1,0
"1056",2,1,1,1,16,7,13,4,13,13,9,4,3,1,0,0,0,0,1
"1057",2,0,0,0,16,5,11,2,16,13,5,1,2,5,0,0,0,0,1
"1058",0,2,0,1,3,10,1,4,11,7,3,6,3,3,1,0,1,0,0
"1059",0,0,0,0,19,7,11,2,10,9,11,4,1,2,0,1,0,1,0
"1060",2,1,1,0,9,19,6,12,11,16,8,9,0,2,0,0,0,0,1
"1061",2,2,1,0,14,7,7,5,13,16,5,7,3,2,0,0,0,1,0
"1062",4,1,2,0,17,13,13,9,19,10,5,4,5,3,0,0,0,0,1
"1063",1,1,1,1,13,20,6,10,9,10,5,12,1,2,0,0,0,1,0
"1064",2,1,0,0,17,13,14,9,10,15,0,5,2,3,0,0,0,0,1
"1065",2,4,2,0,6,18,2,9,10,9,0,16,1,2,0,0,1,0,0
"1066",0,0,0,0,14,10,5,6,11,13,8,2,1,1,0,0,0,1,0
"1067",3,0,2,0,13,10,11,6,14,5,4,7,2,1,0,0,0,0,1
"1068",5,0,2,0,14,8,12,4,9,20,6,5,2,3,0,0,0,0,1
"1069",1,1,1,1,15,6,5,5,10,10,8,2,2,3,0,0,0,1,0
"1070",3,0,2,0,23,14,12,8,6,10,5,10,1,0,0,0,0,0,1
"1071",1,0,0,0,21,11,13,7,11,12,10,5,1,2,0,0,0,0,1
"1072",2,0,2,0,16,12,12,5,12,8,8,3,0,0,0,0,0,0,1
"1073",2,3,2,1,7,12,4,8,10,11,5,2,3,1,0,0,1,0,0
"1074",3,2,3,2,9,10,8,5,11,16,10,5,1,3,0,0,0,0,1
"1075",0,3,0,3,11,9,7,6,13,14,13,6,0,1,0,0,1,0,0
"1076",1,0,1,0,13,6,7,4,8,10,9,2,2,2,0,0,0,0,1
"1077",1,3,0,2,12,16,6,7,13,9,6,4,2,2,0,0,1,0,0
"1078",3,0,3,0,15,13,7,4,6,3,6,2,1,0,0,0,0,0,1
"1079",2,0,1,0,10,15,4,7,7,10,4,9,0,0,0,0,0,0,1
"1080",1,3,0,2,14,9,9,5,13,12,5,3,2,2,0,0,1,0,0
"1081",2,0,0,0,17,4,7,2,9,17,10,1,2,3,0,0,0,0,1
"1082",1,3,1,3,12,19,6,11,7,10,3,5,1,0,0,0,1,0,0
"1083",1,2,1,1,12,21,7,11,8,3,5,11,0,0,0,0,1,0,0
"1084",1,1,0,0,12,9,6,5,13,13,10,3,2,4,0,0,0,1,0
"1085",0,0,0,0,12,18,5,8,9,10,6,7,2,2,0,0,0,1,0
"1086",3,1,2,0,17,6,7,3,9,11,7,4,0,1,0,0,0,0,1
"1087",3,3,2,3,16,13,9,9,8,13,7,6,0,3,0,0,0,1,0
"1088",1,1,1,1,7,4,2,3,9,9,7,8,0,3,0,0,0,1,0
"1089",1,1,1,1,18,9,7,6,17,8,4,4,1,1,0,0,0,1,0
"1090",3,0,1,0,16,12,11,7,7,13,5,7,1,2,0,0,0,0,1
"1091",5,0,2,0,17,10,13,6,7,12,5,2,1,0,0,0,0,0,1
"1092",1,0,0,0,21,5,12,3,10,9,13,1,1,2,0,0,0,0,1
"1093",4,2,0,0,11,11,7,7,11,9,7,3,1,2,0,0,0,0,1
"1094",2,2,1,1,19,10,9,4,8,9,11,1,1,1,0,0,0,1,0
"1095",1,1,1,0,12,15,3,5,15,17,3,5,2,2,0,0,0,1,0
"1096",2,1,1,0,11,17,10,7,13,14,3,9,3,3,0,0,0,0,1
"1097",0,1,0,0,12,10,6,5,15,15,4,6,2,3,0,0,1,0,0
"1098",3,0,2,0,17,5,8,1,12,10,7,11,3,2,0,0,0,0,1
"1099",3,0,1,0,18,14,7,6,12,8,10,7,1,1,0,0,0,0,1
"1100",1,0,1,0,17,11,8,3,7,9,3,10,2,1,0,0,0,0,1
"1101",0,0,0,0,11,9,6,6,10,11,4,8,0,0,0,0,0,1,0
"1102",2,1,1,1,16,12,10,7,11,11,6,5,3,1,0,0,0,0,1
"1103",0,3,0,1,11,9,7,6,7,12,5,4,1,0,0,0,1,0,0
"1104",2,1,0,1,8,11,4,6,12,12,3,7,3,1,1,0,0,0,1
"1105",1,1,1,0,13,3,9,3,12,12,3,8,2,2,0,0,0,1,0
"1106",1,0,0,0,9,11,2,7,15,7,3,6,2,3,0,0,0,0,1
"1107",1,1,1,1,8,7,1,2,10,16,0,2,3,3,1,0,0,1,0
"1108",3,0,1,0,9,7,5,3,15,10,3,12,1,2,0,0,0,0,1
"1109",2,1,2,1,19,7,12,4,13,8,8,5,3,1,0,0,0,0,1
"1110",1,1,1,1,10,7,7,4,6,11,2,5,2,0,0,0,0,1,0
"1111",1,2,0,1,17,10,9,6,14,10,5,5,1,0,0,0,1,0,0
"1112",2,1,0,1,10,12,6,7,13,15,11,6,4,2,0,0,0,0,1
"1113",2,1,2,1,19,5,14,2,10,12,8,2,1,4,0,1,0,0,1
"1114",1,1,0,0,20,13,11,7,5,13,7,6,3,2,0,0,0,1,0
"1115",1,1,0,1,24,8,15,4,7,14,7,3,3,0,0,0,0,1,0
"1116",2,1,2,0,13,19,8,11,12,14,7,2,2,4,0,0,0,0,1
"1117",3,1,2,0,12,14,7,5,7,10,2,5,1,2,0,0,0,0,1
"1118",3,1,2,0,14,14,10,6,9,7,8,4,3,1,0,0,0,0,1
"1119",2,5,0,3,10,16,7,11,18,11,6,5,5,2,0,0,1,0,0
"1120",1,0,1,0,7,14,4,7,7,8,2,8,1,1,0,0,0,0,1
"1121",1,1,1,0,6,9,2,4,11,11,2,6,3,0,0,0,0,1,0
"1122",4,3,3,2,12,17,8,9,16,12,5,6,2,4,0,0,0,0,1
"1123",1,3,1,1,14,10,9,6,8,19,5,5,0,0,0,0,1,0,0
"1124",1,0,1,0,14,23,9,10,15,9,2,12,2,2,0,1,0,0,1
"1125",1,2,0,2,24,8,15,5,9,10,13,2,1,4,0,0,1,0,0
"1126",0,2,0,1,7,18,2,9,7,15,5,5,0,5,0,0,1,0,0
"1127",2,2,1,1,15,13,7,9,17,13,7,4,4,2,0,0,0,1,0
"1128",0,2,0,1,10,8,2,4,13,7,11,5,2,1,0,0,1,0,0
"1129",3,2,0,2,19,13,10,10,7,10,10,6,1,1,0,0,0,0,1
"1130",3,0,1,0,16,4,9,2,6,9,4,3,0,3,0,0,0,0,1
"1131",1,0,1,0,10,9,8,4,12,12,4,5,2,2,0,0,0,0,1
"1132",0,2,0,1,16,16,8,10,11,10,6,5,1,1,1,0,1,0,0
"1133",1,0,0,0,11,19,3,9,12,14,6,5,3,2,1,0,0,0,1
"1134",2,2,1,1,10,12,6,6,12,5,5,3,2,1,1,0,0,1,0
"1135",4,2,1,1,18,14,11,7,8,5,8,8,2,1,0,0,0,0,1
"1136",3,3,2,0,15,13,10,7,5,8,7,6,0,0,0,0,0,1,0
"1137",0,1,0,0,11,11,5,9,10,9,5,3,1,4,0,0,1,0,0
"1138",2,1,0,0,22,7,16,3,5,15,7,5,0,3,0,0,0,0,1
"1139",0,3,0,1,17,17,12,12,7,8,4,6,0,2,0,0,1,0,0
"1140",2,3,0,3,12,13,5,10,12,9,8,3,3,1,0,0,1,0,0
"1141",1,2,1,1,16,13,8,4,14,10,12,6,4,2,0,0,1,0,0
"1142",0,0,0,0,13,7,9,1,10,18,2,3,2,4,0,0,0,1,0
"1143",1,1,1,0,11,15,4,6,17,12,6,3,4,4,0,0,0,1,0
"1144",0,0,0,0,6,9,1,4,9,11,2,5,3,5,0,1,0,1,0
"1145",0,4,0,1,13,13,7,7,9,16,3,2,1,2,1,0,1,0,0
"1146",1,1,1,1,18,13,11,3,11,8,7,3,2,2,0,0,0,1,0
"1147",0,0,0,0,6,20,3,11,12,12,4,6,2,2,0,0,0,1,0
"1148",1,2,1,1,14,11,8,5,16,9,6,5,3,2,0,0,1,0,0
"1149",4,0,0,0,26,8,19,5,9,2,7,4,0,0,0,0,0,0,1
"1150",0,2,0,0,10,13,6,8,11,6,9,5,2,2,1,0,1,0,0
"1151",3,1,2,0,9,10,6,6,9,13,5,4,3,0,0,0,0,0,1
"1152",2,1,0,1,22,6,12,4,12,8,7,4,2,4,0,0,0,0,1
"1153",0,1,0,1,14,4,7,3,12,9,2,1,1,1,0,0,1,0,0
"1154",0,1,0,0,15,12,5,10,17,7,7,6,3,3,1,0,1,0,0
"1155",0,0,0,0,12,10,6,4,8,18,7,7,0,3,0,0,0,1,0
"1156",2,3,1,2,6,17,4,9,19,14,7,8,2,0,0,0,1,0,0
"1157",1,1,1,0,9,15,7,5,13,12,3,6,0,2,1,0,0,1,0
"1158",2,0,2,0,17,8,7,4,7,10,7,8,2,2,0,0,0,0,1
"1159",3,0,0,0,27,20,21,12,12,9,11,3,1,2,0,0,0,0,1
"1160",0,0,0,0,15,3,5,2,10,9,11,8,1,3,0,0,0,1,0
"1161",0,1,0,0,14,9,6,4,17,13,5,4,5,2,0,0,1,0,0
"1162",3,1,1,0,16,9,8,6,17,14,8,6,2,2,0,1,0,0,1
"1163",3,1,1,0,17,7,9,4,5,7,12,6,0,2,0,0,0,0,1
"1164",0,0,0,0,15,12,6,8,7,10,7,4,1,1,0,0,0,1,0
"1165",2,0,1,0,13,19,10,9,13,8,8,7,2,0,0,0,0,0,1
"1166",8,2,3,1,25,19,15,13,9,7,3,5,2,3,0,1,0,0,1
"1167",2,1,0,0,13,16,9,9,19,8,6,6,2,1,0,0,0,0,1
"1168",1,5,0,2,15,22,10,12,11,9,10,5,2,4,0,0,1,0,0
"1169",0,1,0,0,16,7,7,1,9,12,5,1,0,0,0,0,1,0,0
"1170",1,0,1,0,18,10,8,5,10,7,4,5,3,2,0,0,0,0,1
"1171",0,5,0,3,20,13,13,9,14,1,5,7,2,0,0,0,1,0,0
"1172",2,2,1,0,17,7,10,3,13,11,8,0,1,1,0,0,0,1,0
"1173",3,0,1,0,23,9,10,5,6,9,8,3,0,0,0,0,0,0,1
"1174",1,0,1,0,3,20,1,11,12,13,2,12,0,1,0,0,0,0,1
"1175",1,2,0,1,14,16,7,8,7,3,4,7,1,1,0,0,1,0,0
"1176",0,2,0,0,10,17,6,11,5,12,4,10,3,2,0,0,1,0,0
"1177",1,1,1,1,13,10,8,5,7,12,11,2,3,1,0,0,0,1,0
"1178",0,1,0,1,17,14,5,9,10,11,1,3,1,2,0,0,1,0,0
"1179",0,0,0,0,14,8,5,3,10,15,6,4,1,3,0,0,0,1,0
"1180",1,1,1,0,10,21,2,13,13,10,4,9,1,1,0,0,0,1,0
"1181",4,3,1,2,10,24,5,16,14,9,2,13,2,1,0,0,0,0,1
"1182",1,2,0,2,7,11,7,5,8,8,6,9,3,1,1,0,1,0,0
"1183",3,1,1,1,17,9,10,4,14,8,4,9,2,1,0,0,0,0,1
"1184",3,0,2,0,7,13,5,8,4,9,2,8,1,2,0,0,0,0,1
"1185",0,3,0,2,13,17,6,12,15,13,4,8,2,3,0,0,1,0,0
"1186",2,2,0,1,14,18,11,11,10,9,6,9,1,1,0,0,0,1,0
"1187",3,1,3,0,12,20,7,9,11,12,4,10,2,3,0,0,0,0,1
"1188",4,0,3,0,8,9,7,5,15,12,6,5,1,2,0,0,0,0,1
"1189",4,0,1,0,24,5,16,2,10,9,4,1,1,4,0,2,0,0,1
"1190",3,0,0,0,23,3,14,3,7,9,9,2,0,1,0,1,0,0,1
"1191",4,1,2,0,15,5,7,4,15,11,1,6,3,3,1,0,0,0,1
"1192",2,1,2,0,14,11,6,6,15,6,7,2,3,4,0,0,0,0,1
"1193",2,0,0,0,18,7,8,3,9,13,7,5,1,5,0,0,0,0,1
"1194",3,1,2,1,19,4,8,1,6,16,4,2,0,4,0,1,0,0,1
"1195",1,1,0,1,14,13,8,9,10,3,8,8,1,0,0,0,0,1,0
"1196",0,0,0,0,8,18,5,9,6,14,1,1,0,3,0,0,0,1,0
"1197",1,2,0,2,5,14,4,7,13,6,1,9,3,1,1,0,1,0,0
"1198",1,1,0,0,17,8,9,4,14,19,11,8,1,6,1,0,0,1,0
"1199",2,1,1,0,11,12,8,6,3,7,7,4,2,1,0,0,0,0,1
"1200",2,0,1,0,16,14,10,9,12,6,5,10,0,1,0,0,0,0,1
"1201",0,4,0,0,5,19,4,12,9,14,4,5,1,1,0,0,1,0,0
"1202",0,2,0,0,12,15,4,9,15,9,5,9,1,1,1,0,1,0,0
"1203",2,0,0,0,17,13,9,6,9,6,10,3,1,0,0,0,0,0,1
"1204",2,2,2,2,12,7,7,3,9,13,7,4,2,0,0,0,0,1,0
"1205",1,2,0,2,25,10,12,6,7,10,10,5,1,2,0,0,1,0,0
"1206",1,5,0,4,14,21,10,14,10,11,4,5,1,2,0,0,1,0,0
"1207",6,0,3,0,19,17,13,10,10,7,4,4,2,3,0,0,0,0,1
"1208",2,0,1,0,9,11,5,6,14,18,6,5,3,5,0,0,0,0,1
"1209",2,1,1,0,16,13,8,7,11,8,9,7,2,1,0,0,0,0,1
"1210",3,1,2,0,7,9,5,5,13,11,2,2,2,2,0,0,0,0,1
"1211",1,1,0,0,14,10,8,3,8,11,8,3,1,3,0,0,0,1,0
"1212",4,1,1,0,15,8,10,6,10,6,5,1,1,1,0,0,0,0,1
"1213",3,1,2,1,15,12,8,4,6,5,4,4,0,1,0,0,0,0,1
"1214",1,1,1,1,12,10,6,9,10,13,5,7,3,2,0,0,0,1,0
"1215",2,0,0,0,14,4,6,1,14,15,5,2,4,4,0,0,0,0,1
"1216",1,3,1,2,13,14,9,11,16,14,5,4,4,4,0,0,1,0,0
"1217",2,1,1,1,20,8,11,4,9,19,9,2,3,3,0,0,0,0,1
"1218",2,2,0,1,12,11,7,8,11,15,5,2,1,2,0,0,0,1,0
"1219",2,0,1,0,17,13,11,10,14,12,2,11,0,1,0,0,0,0,1
"1220",1,2,1,1,3,8,0,5,11,8,3,8,2,3,1,0,1,0,0
"1221",0,2,0,0,15,18,8,10,15,14,2,11,0,3,0,0,1,0,0
"1222",1,1,1,0,25,12,15,10,6,8,10,3,0,1,0,0,0,1,0
"1223",1,0,0,0,13,12,10,5,7,22,7,3,3,2,0,0,0,0,1
"1224",2,2,0,2,20,16,13,14,14,11,8,13,2,0,0,0,0,1,0
"1225",3,1,1,1,9,5,5,2,9,13,10,1,0,2,0,0,0,0,1
"1226",1,2,1,1,19,9,8,7,19,7,8,5,4,1,0,0,1,0,0
"1227",1,3,0,1,15,11,8,7,12,8,5,1,3,1,0,0,1,0,0
"1228",1,6,0,1,12,19,8,12,15,11,7,4,4,4,1,0,1,0,0
"1229",1,0,1,0,8,14,3,7,17,17,0,6,2,7,0,2,0,0,1
"1230",3,5,2,1,12,13,10,8,7,18,3,2,2,3,0,0,1,0,0
"1231",0,1,0,1,18,7,11,6,12,8,4,1,3,0,0,0,1,0,0
"1232",3,1,0,0,18,9,9,2,17,5,5,4,2,1,1,0,0,0,1
"1233",3,3,0,1,13,12,6,7,9,10,6,2,2,1,0,0,0,1,0
"1234",2,2,1,1,13,10,8,5,7,13,5,6,1,3,0,0,0,1,0
"1235",3,1,0,0,20,8,12,3,9,14,10,2,3,4,0,1,0,0,1
"1236",0,2,0,2,10,17,6,7,12,9,3,10,1,0,0,0,1,0,0
"1237",0,2,0,1,18,7,9,5,17,14,9,0,2,5,0,0,1,0,0
"1238",3,1,2,0,22,12,13,8,12,14,4,8,0,0,0,0,0,0,1
"1239",1,3,0,2,10,6,4,2,8,14,8,2,0,1,0,0,1,0,0
"1240",3,0,2,0,12,9,7,4,12,12,4,1,0,0,0,0,0,0,1
"1241",3,2,1,1,12,9,6,7,11,9,6,6,1,5,0,0,0,0,1
"1242",0,1,0,0,13,12,8,8,12,10,5,8,4,2,0,0,1,0,0
"1243",0,0,0,0,18,9,10,3,13,5,11,4,2,1,0,0,0,1,0
"1244",1,0,1,0,15,9,9,3,6,14,6,2,0,2,0,0,0,0,1
"1245",2,1,2,1,10,14,6,6,12,15,5,3,2,3,0,0,0,0,1
"1246",2,3,1,1,18,16,9,8,5,14,3,1,1,1,0,0,1,0,0
"1247",5,0,2,0,20,9,16,6,10,9,12,4,0,1,0,0,0,0,1
"1248",1,3,0,2,26,8,20,8,5,9,11,1,0,1,0,0,1,0,0
"1249",3,1,1,1,13,13,12,7,11,13,5,6,2,1,0,0,0,0,1
"1250",2,1,1,1,13,4,9,1,14,13,9,1,1,2,0,0,0,0,1
"1251",3,1,2,0,12,10,9,7,10,7,4,5,0,0,0,0,0,0,1
"1252",1,2,1,1,7,20,4,14,11,9,1,6,3,0,0,0,1,0,0
"1253",2,3,1,2,17,9,7,8,17,10,9,5,4,2,0,0,1,0,0
"1254",0,0,0,0,13,13,8,9,8,12,6,7,1,1,0,0,0,1,0
"1255",0,1,0,1,9,13,6,7,6,9,6,2,0,1,0,0,1,0,0
"1256",2,1,1,1,16,8,9,6,12,12,7,5,1,0,0,0,0,0,1
"1257",3,3,2,1,21,6,11,2,14,13,7,3,2,3,0,1,0,1,0
"1258",1,2,0,1,18,9,5,3,13,11,6,5,3,2,0,0,1,0,0
"1259",2,0,2,0,20,5,9,1,4,5,11,3,0,2,0,0,0,0,1
"1260",1,1,0,0,20,10,12,6,9,7,13,4,1,3,0,0,0,1,0
"1261",0,2,0,0,8,17,7,14,9,10,2,4,1,1,1,0,1,0,0
"1262",3,0,3,0,17,7,11,2,10,10,9,2,1,2,0,0,0,0,1
"1263",1,1,0,0,23,8,13,6,12,15,11,3,1,4,0,1,0,1,0
"1264",2,1,1,0,15,13,8,4,15,7,6,4,1,0,0,0,0,0,1
"1265",3,1,1,0,8,16,5,12,10,5,2,6,0,0,0,0,0,0,1
"1266",1,2,1,1,17,7,11,4,12,13,3,2,3,1,0,0,1,0,0
"1267",1,3,1,1,9,23,5,14,11,13,1,10,2,1,0,0,1,0,0
"1268",1,1,1,1,17,7,9,3,11,13,8,5,1,4,0,1,0,1,0
