"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"3339",2,1,2,1,10,17,4,7,10,14,2,9,1,3,0,0,0,0,1
"3340",4,2,3,2,17,12,5,4,13,12,8,4,2,1,0,0,0,0,1
"3341",2,2,1,1,20,7,8,2,11,8,7,2,1,1,0,0,0,1,0
"3342",3,1,1,1,25,17,9,3,16,11,11,11,2,1,0,0,0,0,1
"3343",1,3,1,0,4,18,1,8,7,8,5,7,1,1,0,0,1,0,0
"3344",1,3,1,2,12,15,1,5,7,11,4,4,2,3,0,0,1,0,0
"3345",3,1,1,0,23,6,7,1,6,8,7,3,0,2,0,0,0,0,1
"3346",0,0,0,0,12,7,5,2,9,12,4,3,0,3,0,0,0,1,0
"3347",1,2,1,0,9,14,4,4,7,11,5,8,0,2,0,0,1,0,0
"3348",4,0,3,0,19,8,6,2,12,12,7,5,0,1,0,0,0,0,1
"3349",0,1,0,1,17,10,6,3,12,12,7,3,2,2,0,0,1,0,0
"3350",1,0,1,0,14,4,6,1,12,12,4,3,5,1,0,0,0,0,1
"3351",4,2,3,2,12,6,7,4,8,15,4,6,2,2,0,0,0,0,1
"3352",0,3,0,1,9,18,4,9,14,20,4,5,1,5,1,0,1,0,0
"3353",3,0,1,0,17,11,6,3,11,10,5,8,0,1,0,0,0,0,1
"3354",2,2,0,1,15,6,4,2,10,16,8,5,0,2,0,0,0,1,0
"3355",3,1,0,0,29,13,7,6,15,14,6,7,2,0,0,0,0,0,1
"3356",0,3,0,0,8,18,1,5,9,8,3,8,3,0,0,0,1,0,0
"3357",3,1,1,0,14,14,4,3,12,5,3,7,0,2,0,0,0,0,1
"3358",2,2,1,1,14,7,4,3,14,10,8,1,1,0,0,1,0,1,0
"3359",4,0,2,0,24,5,14,1,8,10,13,1,0,1,0,0,0,0,1
"3360",1,0,1,0,15,13,7,4,8,13,6,2,0,0,0,0,0,0,1
"3361",2,0,1,0,9,5,3,0,16,20,1,3,3,3,0,0,0,0,1
"3362",0,1,0,1,7,15,2,2,15,9,4,4,3,1,0,0,1,0,0
"3363",1,2,0,1,13,12,5,4,11,16,2,4,2,2,0,0,1,0,0
"3364",4,0,2,0,20,5,10,2,4,14,4,3,0,2,0,1,0,0,1
"3365",2,0,0,0,8,13,3,2,10,11,4,7,3,1,1,0,0,0,1
"3366",2,0,1,0,10,9,6,3,5,14,11,4,2,2,0,0,0,0,1
"3367",0,0,0,0,15,4,3,0,9,15,8,4,2,3,0,0,0,1,0
"3368",0,2,0,2,8,12,0,6,17,16,3,3,2,1,0,0,1,0,0
"3369",1,2,1,1,14,7,1,3,8,10,4,3,1,2,0,0,1,0,0
"3370",4,2,2,1,17,12,7,4,13,9,6,7,2,2,0,0,0,0,1
"3371",1,0,0,0,12,7,5,3,9,13,12,1,2,4,0,0,0,0,1
"3372",0,1,0,0,6,18,1,4,13,15,2,11,3,3,0,0,1,0,0
"3373",1,0,1,0,6,10,2,4,15,11,3,5,3,3,0,0,0,0,1
"3374",0,0,0,0,19,3,6,1,10,8,7,4,1,0,0,1,0,1,0
"3375",0,2,0,1,15,9,5,3,11,12,14,4,2,0,0,0,1,0,0
"3376",0,0,0,0,11,9,2,1,9,13,6,6,0,3,0,0,0,1,0
"3377",0,0,0,0,19,12,4,4,12,3,5,3,1,0,0,0,0,1,0
"3378",0,1,0,0,17,15,5,7,13,9,6,5,3,2,0,0,1,0,0
"3379",0,1,0,1,16,6,4,1,14,9,5,6,2,2,0,0,1,0,0
"3380",0,3,0,0,12,11,4,5,13,11,2,4,3,4,0,0,1,0,0
"3381",1,1,1,0,12,12,6,4,11,13,5,2,2,2,0,0,0,1,0
"3382",2,2,1,0,14,22,6,4,9,9,4,11,4,4,0,0,0,1,0
"3383",2,0,0,0,20,12,11,4,7,15,14,5,1,3,0,0,0,0,1
"3384",0,1,0,1,9,12,2,8,11,9,3,5,3,1,0,0,1,0,0
"3385",1,0,0,0,13,11,5,5,8,9,3,7,4,2,0,0,0,0,1
"3386",2,2,0,1,12,14,2,3,10,15,0,7,2,0,0,0,0,1,0
"3387",2,2,0,0,14,11,4,3,9,14,5,8,1,3,0,0,0,1,0
"3388",0,2,0,0,16,12,6,5,10,8,7,4,3,1,0,0,1,0,0
"3389",3,0,1,0,11,14,5,7,8,10,10,1,0,0,0,0,0,0,1
"3390",5,0,1,0,26,5,12,2,12,8,9,3,1,3,0,0,0,0,1
"3391",1,0,1,0,9,8,4,2,5,13,9,5,0,0,0,0,0,0,1
"3392",2,0,0,0,9,10,4,4,14,10,5,9,1,0,0,0,0,0,1
"3393",0,0,0,0,17,4,8,0,9,4,3,6,1,3,0,0,0,1,0
"3394",3,0,2,0,21,2,7,1,8,21,8,1,0,2,0,0,0,0,1
"3395",0,2,0,0,14,11,3,4,5,5,8,5,1,2,0,0,1,0,0
"3396",1,0,0,0,15,14,6,2,7,11,9,8,0,3,0,0,0,0,1
"3397",0,1,0,0,7,24,2,5,13,8,5,8,3,0,0,0,1,0,0
"3398",2,1,1,0,18,14,6,3,6,11,7,1,0,1,0,0,0,0,1
"3399",2,1,2,1,17,9,5,4,12,16,9,3,3,3,0,0,0,0,1
"3400",1,2,0,1,14,14,3,4,19,11,6,3,3,0,0,0,1,0,0
"3401",1,4,0,1,10,10,4,6,13,7,7,6,1,2,0,0,1,0,0
"3402",0,2,0,2,13,3,4,3,13,6,8,4,4,0,0,0,1,0,0
"3403",4,0,2,0,12,9,4,0,13,14,3,7,3,5,0,0,0,0,1
"3404",2,1,1,0,14,8,7,2,14,15,8,3,1,2,0,0,0,0,1
"3405",0,4,0,1,10,26,3,11,5,10,4,6,2,0,0,0,1,0,0
"3406",4,3,2,1,24,9,9,3,7,12,8,3,2,4,0,1,0,0,1
"3407",2,0,0,0,36,6,13,2,15,10,17,3,4,2,0,0,0,0,1
"3408",3,1,2,0,21,5,10,2,8,11,7,1,1,2,0,0,0,0,1
"3409",0,0,0,0,17,11,6,1,7,10,7,3,2,1,0,0,0,1,0
"3410",1,6,0,2,12,26,5,12,11,8,4,4,3,1,0,0,1,0,0
"3411",3,1,2,0,17,22,9,7,10,15,4,6,2,4,1,0,0,0,1
"3412",1,2,1,1,9,14,1,4,11,14,2,5,2,2,0,0,1,0,0
"3413",5,1,1,1,28,7,8,3,8,15,11,1,1,1,0,0,0,0,1
"3414",1,7,0,3,10,19,4,14,14,5,2,3,0,0,0,0,1,0,0
"3415",1,1,0,1,21,10,5,4,11,10,9,1,4,1,0,0,0,1,0
"3416",3,0,1,0,25,9,10,3,13,8,3,3,0,1,0,0,0,0,1
"3417",2,0,2,0,9,6,2,1,16,10,3,6,2,0,0,0,0,0,1
"3418",0,1,0,0,14,14,6,3,12,10,4,10,2,4,0,0,1,0,0
"3419",2,1,0,1,12,16,2,5,8,10,7,4,1,1,0,0,0,0,1
"3420",0,5,0,4,6,15,3,9,12,10,4,5,1,0,0,0,1,0,0
"3421",4,3,2,2,27,6,10,3,9,12,9,4,0,1,0,0,0,0,1
"3422",0,2,0,0,6,14,2,4,6,9,3,10,0,2,0,0,1,0,0
"3423",2,3,0,3,19,10,6,5,16,11,8,5,3,3,2,0,1,0,0
"3424",0,3,0,2,14,8,4,6,7,19,12,9,1,3,0,0,1,0,0
"3425",1,0,1,0,9,9,4,1,13,10,6,7,1,1,0,0,0,0,1
"3426",0,0,0,0,29,4,2,0,10,13,13,0,2,1,0,0,0,1,0
"3427",3,3,2,1,9,14,4,5,14,8,3,3,0,3,0,0,0,1,0
"3428",1,0,1,0,16,9,6,2,15,3,8,2,3,1,0,0,0,0,1
"3429",4,0,1,0,22,9,6,1,19,7,11,1,2,2,0,0,0,0,1
"3430",0,2,0,0,6,18,3,6,6,10,5,7,1,2,1,0,1,0,0
"3431",0,2,0,0,6,19,2,7,6,14,8,5,1,3,0,0,1,0,0
"3432",0,1,0,0,20,8,0,1,11,11,5,5,1,0,0,1,1,0,0
"3433",2,0,1,0,14,5,4,2,8,10,6,2,1,0,0,0,0,0,1
"3434",1,0,0,0,23,4,13,1,12,13,4,2,1,3,0,0,0,0,1
"3435",3,2,2,1,14,16,5,8,18,10,7,2,1,1,0,1,0,0,1
"3436",1,0,0,0,11,18,4,6,6,11,2,9,0,0,0,0,0,0,1
"3437",0,4,0,1,6,17,1,8,12,11,3,5,1,1,0,0,1,0,0
"3438",1,0,0,0,7,13,3,5,13,10,7,3,3,4,0,0,0,0,1
"3439",1,2,0,1,18,9,6,2,14,21,14,3,3,3,0,0,1,0,0
"3440",1,1,0,1,19,7,6,2,7,9,7,1,1,2,1,1,0,1,0
"3441",1,2,1,1,9,19,3,8,13,14,2,5,5,4,0,1,1,0,0
"3442",0,2,0,1,16,7,3,3,9,6,1,1,4,1,0,0,1,0,0
"3443",0,0,0,0,16,6,6,3,10,10,5,4,0,1,0,0,0,1,0
"3444",2,0,0,0,22,11,7,4,8,7,9,3,1,2,0,0,0,0,1
"3445",3,0,1,0,16,8,8,3,17,11,7,5,1,3,0,0,0,0,1
"3446",0,0,0,0,8,16,0,2,7,18,3,11,0,1,1,0,0,1,0
"3447",2,0,2,0,18,7,7,0,12,7,6,3,2,2,0,0,0,0,1
"3448",4,0,2,0,18,8,10,0,6,9,4,3,2,4,0,0,0,0,1
"3449",1,1,0,0,28,13,5,3,9,9,10,7,0,0,0,0,0,1,0
"3450",1,1,0,0,10,16,2,2,10,9,10,4,2,2,0,0,0,1,0
"3451",3,0,2,0,15,6,8,1,14,8,8,2,0,1,0,0,0,0,1
"3452",3,1,1,0,12,12,6,3,9,4,2,6,2,0,0,0,0,0,1
"3453",0,3,0,2,12,15,1,6,14,14,7,3,3,1,0,0,1,0,0
"3454",1,2,0,1,8,16,2,6,11,8,2,9,1,0,0,0,1,0,0
"3455",5,0,2,0,13,10,7,3,10,9,8,3,2,2,0,1,0,0,1
"3456",0,2,0,1,9,12,1,3,8,11,7,4,0,0,0,0,1,0,0
"3457",2,2,1,1,10,18,5,8,10,10,5,11,0,0,0,0,0,1,0
"3458",1,0,1,0,4,23,2,5,7,14,3,13,1,1,0,0,0,0,1
"3459",0,1,0,0,10,16,4,8,11,15,7,5,2,3,0,0,1,0,0
"3460",2,0,0,0,19,10,3,2,11,14,10,3,1,2,0,0,0,0,1
"3461",2,1,0,0,15,9,3,2,5,12,6,4,0,0,0,0,0,0,1
"3462",0,1,0,1,14,13,3,4,14,13,5,5,5,1,0,0,1,0,0
"3463",1,1,0,0,15,10,3,1,6,6,8,4,1,1,0,0,0,1,0
"3464",1,1,1,1,35,5,9,4,7,9,12,2,1,2,0,0,0,1,0
"3465",2,1,1,0,14,13,3,4,13,11,7,5,3,1,0,0,0,0,1
"3466",0,0,0,0,26,4,8,0,11,9,11,1,1,3,0,0,0,1,0
"3467",0,6,0,3,7,28,1,10,8,6,3,11,2,0,0,0,1,0,0
"3468",0,0,0,0,6,9,1,1,15,7,2,3,2,2,0,0,0,1,0
"3469",0,0,0,0,13,11,4,2,11,15,5,1,1,3,1,0,0,1,0
"3470",4,0,1,0,16,7,7,3,15,14,4,1,1,1,0,0,0,0,1
"3471",0,0,0,0,5,9,3,2,9,13,3,4,3,2,0,0,0,1,0
"3472",2,1,0,0,12,8,4,4,12,11,4,6,3,1,0,0,0,0,1
"3473",2,3,1,2,12,23,7,6,13,14,3,6,3,3,0,0,1,0,0
"3474",5,0,1,0,25,5,9,0,6,7,8,2,3,1,0,0,0,0,1
"3475",0,1,0,1,14,9,4,4,12,9,8,4,1,4,0,0,1,0,0
"3476",0,4,0,2,13,7,2,4,5,14,5,0,2,2,0,0,1,0,0
"3477",1,2,0,1,10,8,3,4,9,16,5,4,1,3,0,0,1,0,0
"3478",2,3,0,2,10,15,4,5,10,20,4,3,4,2,0,1,1,0,0
"3479",1,0,0,0,7,17,3,5,6,8,2,8,2,1,0,0,0,0,1
"3480",2,0,1,0,16,7,6,3,8,17,7,4,1,4,0,0,0,0,1
"3481",0,0,0,0,19,8,4,1,6,10,7,5,1,0,0,0,0,1,0
"3482",0,1,0,0,4,17,2,6,8,13,4,8,0,2,0,0,1,0,0
"3483",0,4,0,3,6,14,1,7,7,4,4,7,1,1,0,0,1,0,0
"3484",4,0,2,0,18,6,7,1,6,9,6,5,0,0,0,0,0,0,1
"3485",2,1,1,0,17,21,6,3,11,10,5,6,1,2,0,0,0,0,1
"3486",2,2,2,1,9,15,4,3,12,11,7,6,3,0,0,0,0,1,0
"3487",1,0,0,0,9,6,4,1,15,13,2,1,3,2,0,0,0,0,1
"3488",2,0,1,0,25,9,12,1,7,8,6,5,0,2,0,0,0,0,1
"3489",0,1,0,1,23,5,4,2,14,7,9,3,2,2,0,0,1,0,0
"3490",1,1,1,1,8,17,5,2,11,6,1,5,1,1,0,0,0,1,0
"3491",1,1,0,1,20,8,5,6,11,14,7,4,2,2,0,1,0,1,0
"3492",2,1,2,1,14,15,5,5,7,6,5,8,2,1,0,0,0,0,1
"3493",0,0,0,0,19,6,5,1,7,13,7,3,0,2,0,0,0,1,0
"3494",7,2,3,1,20,5,11,1,5,8,5,0,0,1,0,0,0,0,1
"3495",2,0,1,0,7,7,3,2,12,16,5,3,1,5,0,0,0,0,1
"3496",1,0,0,0,18,5,6,1,9,7,9,5,1,3,0,0,0,0,1
"3497",2,1,0,1,11,9,2,6,8,10,2,5,1,0,0,0,0,0,1
"3498",1,1,0,0,12,13,3,6,12,10,7,1,4,1,0,0,0,1,0
"3499",2,2,0,1,12,19,2,5,11,12,3,8,1,2,0,0,0,1,0
"3500",1,1,0,0,11,5,3,1,13,6,4,1,2,2,0,0,0,1,0
"3501",0,3,0,2,16,7,2,5,5,13,10,3,1,0,0,0,1,0,0
"3502",4,2,1,1,14,16,8,5,13,16,6,6,2,3,0,0,0,0,1
"3503",2,1,2,0,5,9,3,3,10,12,4,7,4,2,0,0,0,0,1
"3504",3,0,1,0,15,6,10,0,10,6,4,5,2,3,0,0,0,0,1
"3505",1,0,0,0,7,10,3,0,12,14,3,5,4,2,0,0,0,0,1
"3506",1,0,0,0,20,7,6,2,10,8,8,3,0,1,0,0,0,0,1
"3507",1,2,0,2,10,7,2,3,17,10,8,3,0,1,0,0,1,0,0
"3508",1,2,0,1,19,11,4,6,6,9,7,6,0,1,0,0,1,0,0
"3509",2,5,1,1,8,30,3,14,14,14,0,7,1,1,1,0,1,0,0
"3510",4,1,3,1,14,12,6,7,2,8,3,5,0,1,0,0,0,0,1
"3511",2,1,0,1,17,4,5,2,9,9,5,2,0,0,0,0,0,0,1
"3512",0,1,0,0,7,18,1,5,5,5,5,5,2,0,0,0,1,0,0
"3513",2,2,0,2,19,6,9,2,18,15,11,2,1,2,0,0,0,1,0
"3514",3,0,0,0,16,1,8,0,10,8,9,2,0,1,0,0,0,0,1
"3515",1,0,0,0,11,13,3,4,12,14,6,3,1,0,0,0,0,0,1
"3516",0,1,0,1,13,6,0,2,10,9,8,1,4,4,0,0,1,0,0
"3517",2,3,1,2,6,15,4,5,10,7,1,2,2,3,0,0,1,0,0
"3518",1,1,0,1,7,6,2,1,9,10,2,7,3,1,0,0,0,1,0
"3519",2,0,2,0,9,16,3,2,6,10,3,10,0,2,0,0,0,0,1
"3520",1,0,0,0,12,12,5,5,9,10,5,3,3,0,0,0,0,0,1
"3521",1,0,1,0,7,9,3,3,8,15,3,5,1,4,1,0,0,0,1
"3522",0,1,0,0,16,16,4,6,11,12,11,9,2,2,0,0,1,0,0
"3523",0,1,0,0,13,5,3,1,4,4,9,1,0,0,0,0,1,0,0
"3524",2,2,1,1,11,14,7,4,12,8,4,10,0,0,0,0,0,1,0
"3525",0,1,0,1,12,5,2,2,13,12,8,7,2,1,0,0,1,0,0
"3526",1,4,0,2,6,15,1,7,9,13,2,3,3,0,0,0,1,0,0
"3527",1,0,0,0,18,10,8,2,16,20,4,7,1,3,0,0,0,0,1
"3528",3,2,0,0,10,11,5,3,14,12,2,5,0,2,0,0,0,0,1
"3529",3,1,1,0,9,6,5,3,15,15,5,5,1,6,0,0,0,0,1
"3530",1,0,0,0,12,11,2,3,6,7,10,9,0,2,0,0,0,0,1
"3531",2,0,2,0,14,14,5,4,11,16,7,4,4,1,0,0,0,0,1
"3532",4,0,2,0,11,20,5,3,13,10,8,11,3,2,1,0,0,0,1
"3533",2,0,2,0,16,13,7,1,12,12,8,6,1,1,0,0,0,0,1
"3534",2,2,2,2,16,8,7,5,9,26,9,4,2,3,0,0,0,1,0
"3535",0,2,0,1,2,12,0,4,8,10,1,7,1,1,0,0,1,0,0
"3536",3,0,2,0,21,5,8,0,15,9,10,2,1,1,0,0,0,0,1
"3537",4,1,2,1,16,12,7,5,10,9,11,4,1,1,0,0,0,0,1
"3538",0,4,0,3,7,11,2,7,13,12,3,4,2,3,0,0,1,0,0
"3539",2,0,1,0,17,10,7,6,13,10,3,1,1,4,0,0,0,0,1
"3540",2,2,1,2,9,13,3,6,13,5,6,7,1,0,0,0,0,1,0
"3541",1,1,1,1,8,7,4,2,9,12,5,5,1,1,0,0,0,1,0
"3542",2,1,0,0,10,9,5,3,9,5,5,2,1,1,0,0,0,0,1
"3543",1,1,0,0,16,11,4,3,10,7,7,8,0,0,0,0,0,1,0
"3544",1,0,0,0,15,8,4,2,9,9,5,0,0,2,0,0,0,0,1
"3545",0,3,0,2,12,12,2,4,8,13,6,3,1,2,0,0,1,0,0
"3546",0,0,0,0,10,9,1,5,18,6,4,5,4,2,0,0,0,1,0
"3547",1,1,0,1,24,5,5,2,10,13,8,0,1,4,0,0,0,1,0
"3548",0,1,0,0,8,17,2,2,8,14,5,5,2,0,0,0,1,0,0
"3549",1,2,1,0,4,14,0,5,10,10,3,7,2,3,1,0,1,0,0
"3550",4,1,1,1,17,5,5,2,6,13,7,2,0,0,0,0,0,0,1
"3551",0,0,0,0,10,10,4,4,13,8,10,5,2,0,0,0,0,1,0
"3552",2,1,2,0,7,18,4,6,7,10,4,9,1,2,0,0,0,0,1
"3553",2,4,0,3,12,15,3,7,12,10,5,5,2,1,0,0,1,0,0
"3554",2,2,1,0,8,14,4,4,13,12,1,6,0,0,0,0,0,1,0
"3555",5,0,1,0,21,7,7,2,10,12,7,2,0,1,0,0,0,0,1
"3556",1,2,0,1,10,10,2,4,9,11,4,6,0,1,0,0,1,0,0
"3557",1,0,0,0,21,2,10,0,10,7,15,1,1,0,0,0,0,0,1
"3558",4,0,2,0,8,7,5,3,16,6,2,6,2,1,0,0,0,0,1
"3559",2,1,0,0,26,7,12,2,12,11,6,5,1,1,0,0,0,0,1
"3560",0,3,0,1,10,14,1,7,8,10,5,9,1,5,0,0,1,0,0
"3561",1,3,0,2,33,8,15,4,11,10,12,1,3,2,0,1,1,0,0
"3562",1,5,0,2,6,12,2,6,8,7,2,2,1,0,0,0,1,0,0
"3563",3,1,2,1,23,8,9,2,8,13,11,4,0,1,0,0,0,0,1
"3564",2,0,0,0,6,5,4,3,12,9,2,5,2,1,0,0,0,0,1
"3565",1,0,1,0,16,14,3,4,3,11,10,7,0,2,0,0,0,0,1
"3566",2,1,2,1,10,10,3,3,12,10,2,6,2,0,0,0,0,0,1
"3567",1,1,1,1,6,8,2,2,16,8,7,2,4,1,0,1,0,1,0
"3568",0,0,0,0,20,10,6,2,11,10,3,7,3,1,0,0,0,1,0
"3569",1,1,1,0,16,15,5,4,6,12,5,4,2,1,0,0,0,1,0
"3570",2,1,0,1,24,7,8,4,5,7,10,4,2,2,0,0,0,0,1
"3571",1,0,1,0,8,11,5,2,10,12,3,5,1,0,0,1,0,0,1
"3572",2,2,2,2,24,11,8,5,14,14,6,3,5,2,0,0,0,1,0
"3573",2,0,2,0,19,7,6,2,6,10,8,1,0,0,0,0,0,0,1
"3574",2,3,1,1,10,13,4,5,10,9,6,5,2,1,0,0,1,0,0
"3575",1,0,0,0,18,7,3,1,8,18,6,3,2,5,0,0,0,0,1
"3576",5,1,1,0,20,4,11,3,12,9,12,6,1,0,0,0,0,0,1
"3577",1,0,1,0,5,19,2,2,10,10,4,3,6,1,0,0,0,0,1
"3578",1,1,1,0,23,3,3,2,8,11,12,1,1,3,0,0,0,1,0
"3579",1,2,1,1,8,14,5,7,16,10,2,8,4,2,0,0,1,0,0
"3580",1,1,1,0,6,11,3,6,12,10,4,5,2,2,0,0,0,1,0
"3581",1,0,0,0,10,14,2,7,6,14,6,4,0,0,0,0,0,0,1
"3582",2,1,0,1,14,7,4,2,14,18,4,6,2,1,0,1,0,0,1
"3583",1,3,0,2,7,12,2,5,11,4,1,3,0,0,0,0,1,0,0
"3584",0,0,0,0,14,6,5,1,16,6,5,7,1,0,0,0,0,1,0
"3585",1,0,1,0,9,14,2,7,14,12,4,9,1,2,0,0,0,0,1
"3586",0,1,0,1,16,7,4,4,10,11,4,1,1,2,1,0,1,0,0
"3587",1,4,0,3,12,16,4,11,13,9,9,9,1,0,0,0,1,0,0
"3588",0,4,0,2,7,23,3,10,12,6,2,5,0,0,0,0,1,0,0
"3589",2,0,1,0,25,7,8,4,5,10,10,2,1,1,0,0,0,0,1
"3590",0,0,0,0,6,22,0,3,9,9,1,7,1,0,0,0,0,1,0
"3591",1,0,1,0,23,10,5,2,13,9,7,5,2,1,0,0,0,0,1
"3592",0,0,0,0,12,11,2,6,13,13,8,2,4,2,0,0,0,1,0
"3593",1,0,1,0,24,6,8,2,8,16,8,4,1,3,0,0,0,0,1
"3594",0,3,0,2,11,13,2,6,12,13,6,4,2,2,1,0,1,0,0
"3595",4,1,1,0,20,7,11,2,13,20,5,1,2,4,0,0,0,0,1
"3596",0,3,0,1,17,14,0,7,12,13,7,9,2,1,0,0,1,0,0
"3597",1,4,0,2,13,15,3,9,12,17,8,7,2,1,1,1,1,0,0
"3598",0,4,0,3,6,21,2,7,5,10,2,3,1,1,0,0,1,0,0
"3599",1,2,0,2,12,8,5,3,14,7,6,3,1,3,0,0,1,0,0
"3600",3,1,1,1,12,8,7,3,12,12,6,3,2,3,0,0,0,0,1
"3601",3,3,0,1,11,14,4,9,9,11,7,8,1,0,0,0,0,1,0
"3602",1,0,0,0,14,13,3,1,8,11,6,4,0,0,0,0,0,0,1
"3603",0,3,0,1,5,18,2,8,10,10,4,4,1,2,0,0,1,0,0
"3604",0,0,0,0,5,25,0,8,8,4,2,7,3,0,0,0,0,1,0
"3605",2,2,1,1,11,19,3,6,19,8,4,6,2,2,1,0,0,1,0
"3606",4,0,1,0,14,5,5,1,8,7,4,6,0,1,0,0,0,0,1
"3607",1,1,1,0,12,10,6,3,16,9,9,1,2,1,0,0,0,1,0
"3608",3,1,2,0,9,17,5,7,9,11,1,11,1,0,0,0,0,0,1
"3609",1,1,0,0,7,13,2,5,13,11,6,3,2,3,0,0,0,1,0
"3610",2,3,1,1,19,11,6,4,9,12,6,3,1,1,0,0,1,0,0
"3611",3,3,1,1,26,10,10,5,12,14,7,4,3,4,0,0,0,1,0
"3612",2,0,0,0,25,8,8,1,8,8,13,1,0,1,0,0,0,0,1
"3613",1,1,1,0,18,15,8,7,9,12,8,5,2,4,0,0,0,1,0
"3614",5,0,1,0,22,7,9,4,5,8,4,2,0,1,0,0,0,0,1
"3615",2,2,0,2,23,3,6,2,10,14,12,2,3,7,0,0,0,1,0
"3616",5,2,2,0,16,16,7,6,8,15,3,8,0,2,0,0,0,0,1
"3617",2,1,1,1,11,11,1,5,7,13,8,8,3,3,0,0,0,0,1
"3618",0,0,0,0,17,7,3,3,14,13,10,2,2,0,0,0,0,1,0
"3619",0,1,0,1,6,22,2,6,11,6,3,8,1,0,0,0,1,0,0
"3620",2,3,0,1,16,16,2,9,12,7,5,4,0,1,0,0,1,0,0
"3621",2,1,1,0,19,6,7,1,8,13,4,4,0,0,0,0,0,0,1
"3622",5,0,3,0,21,1,12,1,5,10,7,0,1,1,0,0,0,0,1
"3623",0,0,0,0,3,11,1,4,14,14,5,4,2,1,0,0,0,1,0
"3624",2,1,0,1,17,7,6,1,7,3,7,1,3,2,0,0,0,0,1
"3625",0,0,0,0,15,8,3,3,12,13,10,7,2,4,0,0,0,1,0
"3626",0,0,0,0,11,10,2,3,11,10,3,6,2,2,0,0,0,1,0
"3627",1,2,1,0,9,9,4,4,14,13,1,8,4,2,0,0,1,0,0
"3628",0,0,0,0,10,15,1,4,14,11,7,8,5,4,0,0,0,1,0
"3629",1,1,0,0,14,14,3,4,14,9,5,6,3,3,0,0,0,1,0
"3630",2,2,1,1,15,26,6,8,13,9,5,12,2,1,0,0,0,1,0
"3631",1,2,0,0,13,19,4,5,4,12,3,9,0,0,0,0,1,0,0
"3632",0,2,0,0,12,21,0,6,11,10,6,6,2,0,0,0,1,0,0
"3633",3,0,0,0,11,6,5,1,7,9,4,1,1,1,0,0,0,0,1
"3634",0,1,0,0,11,14,4,6,10,11,10,5,3,1,0,0,1,0,0
"3635",3,1,2,0,17,7,7,4,8,12,9,1,1,1,0,0,0,0,1
"3636",1,2,1,0,10,11,3,4,8,11,4,7,0,1,0,0,1,0,0
"3637",0,2,0,1,8,12,1,5,12,9,6,5,2,2,0,0,1,0,0
"3638",2,1,0,1,13,10,5,3,12,12,3,4,3,2,0,0,0,0,1
"3639",2,2,0,0,14,19,6,6,11,11,10,8,3,2,0,0,0,1,0
"3640",1,1,0,0,31,3,8,1,10,6,7,1,0,2,0,0,0,1,0
"3641",0,0,0,0,17,14,7,1,14,13,6,3,2,2,0,1,0,1,0
"3642",1,0,1,0,17,8,2,2,16,10,3,2,0,3,0,0,0,0,1
"3643",1,4,1,1,8,8,2,6,7,9,7,3,1,1,0,0,1,0,0
"3644",1,1,0,0,12,8,4,5,11,10,4,5,0,3,0,0,0,1,0
"3645",4,0,1,0,20,7,10,0,11,15,3,3,0,2,0,0,0,0,1
"3646",2,2,0,2,16,10,4,4,11,13,5,4,0,5,0,0,0,1,0
"3647",2,0,1,0,15,13,4,1,8,15,9,6,0,0,0,0,0,0,1
"3648",2,1,0,0,13,12,5,3,8,10,4,5,2,2,0,0,0,0,1
"3649",4,3,1,1,16,11,7,4,10,7,5,6,2,3,0,0,0,0,1
"3650",3,0,2,0,20,11,9,5,14,10,6,1,2,1,0,0,0,0,1
"3651",4,1,4,0,16,9,10,5,6,8,5,10,0,0,0,0,0,0,1
"3652",0,4,0,2,10,14,3,10,12,5,5,3,3,0,0,0,1,0,0
"3653",0,1,0,0,13,12,2,2,7,12,5,4,3,3,0,0,1,0,0
"3654",1,1,0,1,9,15,4,5,15,10,0,3,2,1,0,0,0,1,0
"3655",2,0,1,0,9,11,5,3,11,10,4,5,0,0,0,0,0,0,1
"3656",3,1,1,0,21,6,9,4,5,10,18,0,0,1,0,0,0,0,1
"3657",2,0,0,0,11,6,6,3,18,13,3,2,1,1,0,0,0,0,1
"3658",1,1,0,0,12,8,4,3,8,7,6,3,3,1,0,0,0,1,0
"3659",1,1,1,1,10,17,4,2,8,15,2,9,2,3,0,0,0,1,0
"3660",1,0,1,0,3,21,2,4,5,9,3,9,0,2,0,0,0,0,1
"3661",0,3,0,2,5,14,1,7,8,8,1,4,0,0,0,0,1,0,0
"3662",3,1,1,1,12,9,4,4,4,8,4,3,0,3,0,0,0,0,1
"3663",1,1,1,1,8,9,3,3,11,15,5,3,1,3,0,0,0,1,0
"3664",0,3,0,0,21,11,5,5,5,12,8,5,1,0,0,0,1,0,0
"3665",2,1,2,0,9,8,4,1,9,10,5,5,0,2,0,0,0,0,1
"3666",3,0,1,0,19,3,10,1,10,10,9,1,1,3,0,0,0,0,1
"3667",1,1,0,0,14,11,4,2,15,15,7,4,1,2,0,0,0,1,0
"3668",1,1,0,1,18,9,3,2,8,10,7,2,3,1,0,0,0,1,0
"3669",0,0,0,0,11,12,4,2,12,12,2,6,4,3,0,0,0,1,0
